UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
7449,M,296.9,305.6,1764,54.7,92,0
7450,L,296.7,305.7,1296,43.9,53,0
7451,L,299.2,309.4,1247,46.6,157,0
7452,L,298.2,307.7,1559,51.7,216,0
7453,L,299.0,307.9,1449,45.5,19,0
7454,M,299.6,310.1,1602,31.9,201,0
7455,M,301.4,311.4,1666,56.6,222,0
7456,H,299.2,307.6,1339,45.2,128,0
7457,M,298.4,306.3,1646,45.9,73,0
7458,L,299.3,308.7,1355,40.6,145,0
7459,L,298.5,306.9,1551,51.1,112,0
7460,L,298.1,306.3,1316,59.1,227,0
7461,L,296.8,307.9,1561,36.2,184,0
7462,L,300.1,310.0,1534,50.7,58,0
7463,H,298.9,308.6,1340,40.3,127,0
7464,L,301.9,311.7,1294,20.0,245,0
7465,L,297.1,306.0,1672,26.0,127,0
7466,L,298.9,309.3,1456,44.2,140,0
7467,M,303.6,313.5,1719,50.1,31,0
7468,M,298.1,307.4,1440,46.1,253,0
7469,M,299.5,308.9,1771,47.7,253,0
7470,L,297.6,306.3,1368,65.9,213,0
7471,M,297.3,306.9,1801,45.3,69,0
7472,L,303.1,312.9,1569,37.4,160,0
7473,M,300.3,309.9,1609,38.7,192,0
7474,L,300.3,310.3,1358,56.4,2,0
7475,L,296.6,306.5,1668,27.3,132,0
7476,L,300.7,310.9,1674,52.4,113,0
7477,M,302.3,313.3,1479,40.2,218,0
7478,L,302.3,312.9,1156,31.7,11,0
7479,M,301.3,312.3,1338,25.5,32,0
7480,L,297.7,306.9,1338,54.8,232,0
7481,L,300.6,310.1,1618,31.4,26,0
7482,L,301.3,312.0,1454,40.6,112,0
7483,L,296.4,307.1,1458,30.3,124,0
7484,L,297.8,307.1,1436,59.7,12,0
7485,L,301.8,312.4,1801,41.0,109,0
7486,M,301.8,310.8,1546,26.5,122,0
7487,L,296.9,307.4,1573,35.7,202,0
7488,H,301.6,311.6,1427,53.9,253,0
7489,L,300.2,308.8,1532,30.2,202,0
7490,M,301.6,311.1,1363,36.4,163,0
7491,L,298.7,310.9,1599,51.9,104,0
7492,L,301.3,311.5,1332,43.4,185,0
7493,L,301.7,314.0,1671,27.8,63,0
7494,L,299.3,307.9,1406,42.2,177,0
7495,M,300.0,310.8,1707,38.5,121,0
7496,L,298.7,306.2,1879,40.5,178,0
7497,L,303.3,313.3,1538,49.5,131,0
7498,M,299.8,310.4,1772,42.4,43,0
7499,L,298.2,309.0,1672,39.1,17,0
7500,M,298.6,307.8,1281,38.6,17,0
7501,L,300.3,311.3,1557,50.8,219,0
7502,M,301.5,311.0,1627,32.8,5,0
7503,L,297.3,307.2,1644,18.3,186,0
7504,L,303.7,313.3,1569,37.7,190,0
7505,L,300.6,309.5,1567,43.8,42,0
7506,H,300.9,312.5,1538,35.8,249,1
7507,L,299.8,309.9,1561,34.7,196,0
7508,L,300.0,311.1,1318,36.4,239,0
7509,M,299.7,310.7,1495,39.8,202,0
7510,H,302.0,311.1,1277,27.0,196,0
7511,M,300.0,311.2,1448,46.6,8,0
7512,H,301.5,312.0,1432,13.4,150,0
7513,L,299.1,308.1,1420,45.4,10,0
7514,L,300.4,310.8,1349,43.1,188,0
7515,M,298.4,307.4,1586,45.0,78,0
7516,M,302.4,314.0,1481,20.7,216,0
7517,L,298.3,309.1,1462,42.9,16,1
7518,L,299.4,309.3,1286,34.6,177,0
7519,M,299.4,310.6,1484,56.0,180,0
7520,L,299.3,307.7,1743,43.6,89,0
7521,L,301.4,310.7,1745,28.2,13,0
7522,L,299.4,309.1,1604,23.1,38,0
7523,L,302.8,315.0,1485,33.9,119,0
7524,M,298.4,307.3,1638,48.1,54,0
7525,L,300.3,308.6,1418,51.5,239,0
7526,M,298.4,307.0,1484,41.8,8,0
7527,L,300.8,311.7,1405,40.8,190,0
7528,L,300.0,309.4,1700,36.7,26,0
7529,M,299.7,309.5,1677,39.8,162,0
7530,L,302.4,313.1,1531,52.2,90,0
7531,L,298.7,308.5,1847,36.5,244,0
7532,L,301.2,311.4,1611,46.6,207,0
7533,L,298.5,309.0,1601,34.7,59,0
7534,L,300.2,309.8,1582,50.1,213,0
7535,M,297.6,307.4,1312,45.8,29,0
7536,M,298.7,308.9,1377,49.7,89,1
7537,M,299.8,310.7,1528,58.8,102,0
7538,L,303.6,312.8,1529,14.2,123,1
7539,L,300.2,307.2,1643,47.5,166,0
7540,L,303.3,314.0,1418,44.7,179,0
7541,L,300.4,311.4,1550,44.5,224,0
7542,L,299.2,309.4,1553,42.4,103,0
7543,L,303.1,313.3,1560,42.4,57,0
7544,H,300.9,310.3,1540,43.4,64,0
7545,L,298.7,309.2,1286,49.1,203,0
7546,L,300.9,311.8,1133,48.3,125,0
7547,M,299.4,309.5,1369,39.8,208,0
7548,L,296.0,308.5,1442,38.1,88,0
7549,M,301.9,310.3,1327,40.2,156,0
7550,M,302.2,312.4,1528,35.9,185,0
7551,H,303.7,312.5,1733,57.8,169,0
7552,L,300.8,311.7,1667,27.3,27,0
7553,M,299.5,307.9,1621,47.5,210,0
7554,L,301.7,310.3,1714,47.4,232,0
7555,M,301.7,311.1,1372,34.7,9,0
7556,L,303.3,313.5,1456,43.0,10,0
7557,L,299.9,309.3,1648,52.6,201,0
7558,L,299.7,309.1,1453,36.7,253,0
7559,L,298.6,308.4,1462,53.1,187,0
7560,M,301.1,310.8,1871,51.2,29,0
7561,M,296.9,308.4,1555,32.9,48,0
7562,M,301.6,312.2,1853,28.9,198,0
7563,L,301.2,310.9,1211,41.7,196,0
7564,M,301.2,313.3,1425,27.6,187,0
7565,L,300.3,310.8,1611,11.0,27,0
7566,M,303.1,312.1,1554,35.1,19,0
7567,H,301.7,312.0,1170,61.7,223,1
7568,L,298.8,309.3,1496,35.5,186,0
7569,M,298.8,308.1,1980,43.8,139,0
7570,L,298.2,307.2,1582,47.0,132,0
7571,L,301.1,311.2,1646,39.6,29,0
7572,L,298.0,307.6,1422,36.7,160,0
7573,L,302.2,313.6,1581,52.3,137,0
7574,M,302.6,313.4,1535,40.4,166,0
7575,L,298.2,307.6,1738,39.1,90,0
7576,L,299.6,310.1,1732,48.0,75,0
7577,L,300.0,311.3,1610,29.7,65,0
7578,M,301.8,310.4,1550,27.4,221,0
7579,H,303.2,312.2,1237,23.8,187,0
7580,M,296.6,306.6,1231,45.7,168,0
7581,M,299.4,309.4,1552,38.4,196,0
7582,L,299.5,309.4,1694,48.3,36,0
7583,L,297.2,306.9,1776,40.5,205,0
7584,L,299.0,308.7,1378,26.3,114,0
7585,L,300.9,311.2,1267,36.4,217,0
7586,M,299.4,310.6,1704,49.0,113,0
7587,L,296.9,306.4,1392,37.4,135,0
7588,M,305.7,318.2,1255,51.9,222,0
7589,L,300.5,312.5,1449,35.5,252,0
7590,L,300.2,311.6,1446,47.2,56,0
7591,L,297.8,308.4,1774,22.2,66,0
7592,M,300.5,312.5,1692,37.7,27,0
7593,M,299.7,309.4,1406,36.1,141,0
7594,M,296.2,305.4,1788,26.0,138,0
7595,L,297.9,307.3,1560,51.1,156,1
7596,H,301.6,310.6,1727,33.6,231,0
7597,L,303.9,314.0,1775,32.6,181,0
7598,L,300.7,311.0,1490,53.0,203,0
7599,H,302.2,312.4,1640,41.6,106,0
7600,L,299.7,309.7,1465,47.8,136,0
7601,M,299.8,310.0,1704,23.0,121,0
7602,L,302.2,313.9,1554,32.0,163,1
7603,L,303.3,313.9,1709,60.9,146,0
7604,H,302.6,313.5,1810,48.5,134,0
7605,L,297.9,308.1,1635,29.3,16,0
7606,M,299.9,308.3,1521,42.3,126,0
7607,L,300.6,308.7,1524,30.0,47,0
7608,M,299.5,311.6,1008,53.9,178,0
7609,L,300.8,310.2,1410,17.3,86,0
7610,L,301.6,311.0,1704,42.8,75,0
7611,L,302.0,312.3,1711,42.6,198,0
7612,L,303.4,313.9,1406,28.9,88,0
7613,H,299.3,310.0,1567,37.3,77,0
7614,L,297.3,309.0,1504,43.8,57,0
7615,L,300.7,312.2,1661,22.2,222,0
7616,L,303.8,313.0,1933,27.2,216,0
7617,L,299.0,310.0,1664,38.4,202,0
7618,M,301.4,311.0,1418,31.7,202,0
7619,H,301.4,311.3,1523,35.4,134,0
7620,L,300.4,309.3,1788,39.8,106,0
7621,M,300.0,308.3,1285,30.9,61,0
7622,L,298.2,308.1,1427,39.7,194,0
7623,L,295.4,304.5,1665,43.0,142,0
7624,M,297.8,308.7,1769,47.8,66,0
7625,L,299.2,308.9,1647,27.5,125,0
7626,M,302.2,312.5,1429,33.7,52,0
7627,M,299.8,311.2,1634,45.9,168,0
7628,L,299.0,307.5,1612,25.2,144,1
7629,H,298.2,307.5,1600,41.1,112,0
7630,M,301.3,311.5,1520,40.3,184,0
7631,L,302.7,313.0,1547,14.1,171,0
7632,M,302.1,313.2,1375,35.1,198,0
7633,L,301.2,312.1,1981,43.3,202,0
7634,H,297.0,307.1,1566,37.9,252,0
7635,M,299.3,309.6,1636,35.3,191,0
7636,L,303.9,314.2,1498,41.6,109,0
7637,L,302.2,310.8,1689,49.9,147,0
7638,M,296.9,306.8,1305,45.4,126,0
7639,L,299.9,310.1,1225,32.4,128,0
7640,L,300.7,311.2,1532,25.4,95,0
7641,L,298.5,307.6,1905,45.2,229,0
7642,L,295.4,304.1,1754,28.2,120,0
7643,L,300.2,310.0,1393,34.7,117,0
7644,L,298.4,310.4,1630,42.0,84,0
7645,L,298.4,307.6,1424,51.5,30,0
7646,M,299.3,310.5,1614,52.9,16,0
7647,L,299.7,311.3,1628,40.6,88,0
7648,L,300.0,310.0,1703,34.9,40,0
7649,L,298.2,307.6,1257,28.0,224,0
7650,L,299.6,310.1,1311,59.6,203,0
7651,L,296.5,306.7,1524,37.1,115,0
7652,L,300.6,309.8,1353,46.8,155,0
7653,L,294.3,303.6,1339,42.0,48,0
7654,M,299.4,309.9,1586,35.0,89,0
7655,M,301.8,312.8,1374,34.6,227,0
7656,M,297.9,307.6,1942,26.2,54,0
7657,M,301.4,311.4,1442,51.2,135,0
7658,M,302.3,313.0,1489,38.8,31,0
7659,L,293.4,303.2,1591,54.3,178,0
7660,M,299.7,309.4,1268,35.5,242,0
7661,L,294.2,303.5,1629,37.0,89,0
7662,M,299.8,309.0,1599,28.7,196,1
7663,M,300.0,312.7,1475,36.9,234,0
7664,L,295.0,304.8,1587,27.6,37,0
7665,L,303.8,315.2,1614,44.0,76,0
7666,L,300.6,312.3,1794,41.1,18,0
7667,M,298.3,308.1,1985,54.7,5,0
7668,M,302.9,313.3,1347,25.4,121,0
7669,M,296.4,306.5,1305,52.2,123,0
7670,L,297.5,305.9,1556,30.2,118,0
7671,M,295.4,303.8,1165,43.4,44,0
7672,L,303.6,313.7,1654,28.5,197,0
7673,M,300.7,310.2,1558,42.0,15,0
7674,L,301.3,313.2,1603,14.9,181,0
7675,L,300.6,310.4,1483,33.3,92,0
7676,L,301.1,313.1,1583,41.1,209,0
7677,M,300.2,309.7,1622,57.6,159,0
7678,H,300.5,312.5,1573,18.7,28,0
7679,L,300.2,310.7,1297,40.0,234,0
7680,L,298.8,309.3,1568,34.8,51,1
7681,H,299.9,309.4,1869,20.8,80,0
7682,L,300.5,311.1,1581,28.8,105,0
7683,M,300.2,311.9,1562,35.3,111,0
7684,L,297.0,306.9,1817,44.7,124,1
7685,L,297.3,307.0,1404,40.9,68,0
7686,M,302.2,311.9,1697,26.9,95,0
7687,M,299.4,311.0,1443,21.7,28,0
7688,L,301.2,312.0,1732,44.2,92,0
7689,L,297.8,309.3,1680,38.0,233,0
7690,M,297.1,307.4,1464,56.1,130,1
7691,L,298.3,308.4,1490,36.5,178,0
7692,M,299.6,310.0,1713,51.4,67,0
7693,L,298.7,309.7,1205,45.4,43,1
7694,L,302.6,312.3,1458,48.2,24,0
7695,H,300.4,311.7,1649,44.3,250,1
7696,M,303.7,314.1,1482,44.5,149,0
7697,L,300.8,308.4,1562,17.1,169,0
7698,M,295.2,306.1,1172,37.6,74,0
7699,L,302.1,310.8,1385,33.4,7,0
7700,L,297.0,307.8,1659,52.7,218,0
7701,H,300.5,311.4,1403,30.0,171,0
7702,M,298.5,308.8,1304,37.2,237,0
7703,M,304.3,314.8,1728,48.0,180,0
7704,L,302.9,314.0,1630,43.0,124,0
7705,L,298.5,308.0,1343,41.7,213,0
7706,L,299.7,310.5,1562,51.1,194,0
7707,L,300.5,311.7,1348,42.6,26,0
7708,M,301.7,313.5,1510,34.6,138,0
7709,L,300.1,309.0,1569,27.0,154,0
7710,M,298.0,308.4,1393,44.9,134,0
7711,L,298.6,307.6,1670,32.3,123,0
7712,L,300.0,309.0,1698,37.6,90,0
7713,L,302.5,312.8,1585,50.8,238,0
7714,L,300.9,310.9,1612,37.8,202,1
7715,L,298.5,309.6,1277,35.6,184,0
7716,H,301.3,311.0,1781,37.2,216,0
7717,L,299.2,309.1,1521,37.5,166,0
7718,H,301.8,312.0,1370,30.1,50,0
7719,L,305.1,314.2,1564,56.8,207,0
7720,H,299.3,308.6,1671,34.5,20,0
7721,L,301.6,312.7,1629,47.8,89,0
7722,H,298.5,308.0,1343,29.8,248,0
7723,L,299.8,311.0,1673,45.5,218,0
7724,M,300.1,310.7,1527,41.7,184,0
7725,H,299.6,308.1,1627,40.3,178,0
7726,L,304.9,315.5,1394,41.7,108,0
7727,L,299.4,309.9,1725,44.2,116,0
7728,L,301.2,311.6,1570,37.7,16,0
7729,H,296.1,306.0,1750,38.2,158,0
7730,L,300.9,309.9,1263,45.8,141,0
7731,L,302.3,313.6,1287,28.6,214,0
7732,L,298.9,308.8,1495,27.0,129,0
7733,L,295.0,304.1,1800,41.8,217,0
7734,M,299.9,310.4,1889,19.9,153,0
7735,L,300.0,309.3,1378,23.2,149,0
7736,M,301.4,310.5,1547,58.1,105,0
7737,H,304.0,313.6,1565,55.5,27,0
7738,L,299.2,308.6,1666,34.3,133,0
7739,M,298.3,307.4,1696,50.0,239,0
7740,L,297.7,308.5,1338,50.3,230,1
7741,M,300.4,310.3,1549,44.7,146,0
7742,L,301.0,312.2,1178,39.2,55,0
7743,M,298.9,308.1,1683,46.3,20,0
7744,L,301.6,309.8,1477,48.0,169,0
7745,L,300.9,311.1,1322,46.4,19,0
7746,L,300.1,311.9,1597,24.5,222,0
7747,L,298.2,308.7,1471,60.3,90,0
7748,M,299.0,312.3,1763,64.0,206,0
7749,L,295.1,305.5,1378,20.9,126,0
7750,M,300.5,310.7,1935,45.1,171,0
7751,L,300.1,307.9,1690,60.5,120,0
7752,M,300.4,310.8,1768,50.0,30,0
7753,L,301.0,311.2,1353,50.1,8,0
7754,L,300.8,310.4,1858,25.6,49,0
7755,L,299.8,309.6,1320,47.9,80,0
7756,M,300.1,310.0,1500,42.4,210,0
7757,L,297.2,307.0,1771,47.8,31,1
7758,M,298.8,310.9,1628,29.6,201,1
7759,M,300.1,309.7,1316,29.3,167,0
7760,L,298.5,308.7,1741,38.6,179,0
7761,M,301.7,311.3,1598,36.2,196,0
7762,L,298.7,309.5,1463,38.4,204,0
7763,L,300.4,310.6,1261,35.2,116,0
7764,M,300.2,310.0,1615,38.0,26,0
7765,M,301.5,309.6,1508,33.3,1,1
7766,M,301.8,312.0,1565,39.5,0,0
7767,L,301.4,311.1,1254,25.8,126,0
7768,L,295.8,305.7,1463,45.1,7,0
7769,L,302.4,311.2,1623,42.6,137,0
7770,M,303.1,314.5,1873,27.4,219,0
7771,L,299.0,309.9,1501,53.3,68,0
7772,M,300.5,311.9,1796,31.7,113,0
7773,L,298.2,309.4,1678,51.9,246,0
7774,L,296.1,306.7,1579,43.3,253,0
7775,L,298.5,307.4,1356,50.0,193,0
7776,L,298.9,310.8,1364,41.8,245,0
7777,L,299.3,308.4,1648,45.7,168,0
7778,M,298.1,307.8,1443,49.9,47,0
7779,M,298.5,309.2,1427,59.1,115,0
7780,L,300.0,310.7,1505,50.7,116,0
7781,L,298.5,309.0,1508,44.5,80,0
7782,L,301.1,310.7,1699,26.5,175,0
7783,M,301.4,310.8,1447,15.8,124,0
7784,L,304.8,317.3,1681,38.7,32,0
7785,H,302.3,312.2,1616,32.9,216,0
7786,L,300.5,310.3,1238,33.2,196,1
7787,L,298.8,308.0,1590,39.2,91,0
7788,H,300.6,310.8,1060,46.6,250,0
7789,L,300.7,310.9,1377,33.8,178,0
7790,L,299.0,309.0,1620,49.0,191,0
7791,L,301.6,311.9,1536,40.3,81,0
7792,L,297.2,309.0,1221,40.4,121,0
7793,L,299.5,308.9,1337,58.7,22,0
7794,M,301.1,311.2,1071,41.8,179,0
7795,M,299.4,308.8,1297,39.5,226,0
7796,L,299.6,309.9,1641,45.2,81,0
7797,H,299.7,309.2,1438,58.0,202,0
7798,L,298.3,307.8,1568,39.5,42,0
7799,L,302.3,310.9,1540,44.4,106,0
7800,L,298.0,308.1,1543,38.9,73,0
7801,L,300.6,311.1,1721,39.0,137,0
7802,L,300.8,312.7,1501,35.1,99,0
7803,H,298.1,308.6,1701,34.4,200,0
7804,L,300.1,309.7,1094,57.0,105,0
7805,L,298.2,306.8,1736,34.5,76,0
7806,L,302.8,311.6,1307,24.6,214,0
7807,M,297.7,306.4,1345,41.3,128,0
7808,M,298.7,310.6,1411,50.2,143,0
7809,L,297.6,307.8,1732,52.4,18,0
7810,L,297.3,306.7,1378,28.1,75,0
7811,L,303.2,312.2,1420,51.1,132,0
7812,L,301.1,310.2,1365,60.6,182,0
7813,L,300.3,309.7,1583,33.2,61,0
7814,L,298.7,310.0,1671,38.3,132,0
7815,L,301.8,311.8,1843,27.7,120,0
7816,L,298.4,306.9,1967,58.5,134,0
7817,L,301.6,313.9,1654,25.1,107,0
7818,H,298.3,307.1,1603,36.0,77,0
7819,H,298.7,308.1,1320,47.8,32,0
7820,L,301.5,312.8,1879,33.2,5,0
7821,L,301.7,312.1,1576,30.1,81,0
7822,L,301.2,310.7,1486,39.5,133,0
7823,L,297.9,306.7,1607,63.9,50,0
7824,M,299.1,308.1,1424,37.4,221,0
7825,L,300.3,309.4,1119,37.9,11,0
7826,M,298.3,308.3,1640,28.8,113,0
7827,H,302.7,312.9,1778,43.9,226,0
7828,L,295.2,305.0,1637,48.8,202,0
7829,L,298.4,308.4,1536,33.9,121,0
7830,L,299.0,307.9,1540,45.4,131,0
7831,L,294.3,304.6,1568,34.0,204,0
7832,L,297.2,308.5,1563,21.1,0,0
7833,L,301.3,311.1,1527,44.6,51,0
7834,M,300.1,309.9,1542,60.7,229,1
7835,L,303.1,313.2,1816,28.0,52,0
7836,L,303.1,314.2,1622,41.8,92,0
7837,M,300.9,310.0,1556,53.1,13,0
7838,M,300.6,312.1,1656,39.0,148,0
7839,L,300.1,310.6,1656,25.7,104,0
7840,M,294.7,304.7,1707,40.4,158,0
7841,L,297.2,308.4,1402,54.9,168,0
7842,L,300.2,309.0,1451,34.9,184,0
7843,L,301.2,311.8,1392,42.3,134,0
7844,L,300.6,311.0,1675,29.5,60,1
7845,M,298.2,307.3,1666,39.0,14,0
7846,M,301.9,312.3,1310,43.9,105,0
7847,M,303.0,313.2,1607,41.3,8,0
7848,L,301.9,311.7,1783,35.7,220,0
7849,L,302.0,312.8,1495,44.4,59,0
7850,L,298.9,308.3,1594,46.7,55,0
7851,L,302.2,312.4,1668,47.4,215,0
7852,M,300.3,310.2,1301,37.1,142,0
7853,M,301.0,310.4,1565,33.8,84,0
7854,L,300.7,311.2,1765,59.6,104,0
7855,L,299.8,309.5,1431,41.4,87,0
7856,L,298.3,306.8,1687,37.4,6,0
7857,L,299.8,308.0,1542,25.2,23,0
7858,L,302.0,312.8,1417,30.7,56,0
7859,L,299.1,307.9,1520,33.6,214,0
7860,L,301.8,312.1,1443,44.4,63,0
7861,L,301.5,311.5,1378,36.4,24,0
7862,L,299.4,309.0,1492,40.2,199,0
7863,L,302.8,314.7,1550,25.7,161,0
7864,M,299.3,309.5,1508,54.0,226,0
7865,L,303.0,313.8,1490,32.6,53,0
7866,H,300.9,311.2,1578,42.4,85,0
7867,L,300.0,309.7,1633,34.7,246,0
7868,L,298.2,308.2,1333,36.8,33,0
7869,L,299.8,311.3,1492,32.1,155,0
7870,L,299.6,310.7,1184,43.0,0,0
7871,M,297.5,309.4,1508,30.2,250,0
7872,L,299.6,309.8,1564,43.1,107,0
7873,H,298.4,307.5,1639,38.8,36,0
7874,M,301.2,310.7,1565,46.3,29,0
7875,L,302.6,311.4,1636,47.3,250,0
7876,L,297.5,308.3,1549,36.8,113,0
7877,M,303.4,312.8,1417,43.7,152,0
7878,L,299.7,306.7,1338,35.5,242,0
7879,M,298.0,310.5,1490,53.2,187,1
7880,L,301.5,310.9,1400,36.4,129,0
7881,L,299.1,308.5,1516,38.0,155,0
7882,L,299.8,311.5,1449,35.3,47,0
7883,L,299.2,308.0,1613,32.7,155,0
7884,M,298.4,309.5,1546,60.3,214,1
7885,L,301.4,310.9,1618,44.9,101,0
7886,M,299.4,308.1,1617,40.7,23,0
7887,L,297.1,308.8,1505,35.2,248,0
7888,L,301.1,312.0,1516,51.1,226,0
7889,L,297.6,308.5,1627,34.5,199,0
7890,L,297.7,308.1,1975,41.2,227,0
7891,L,302.4,313.0,1360,62.0,145,0
7892,L,297.6,306.4,1545,30.4,19,0
7893,M,295.4,305.5,1323,45.4,67,0
7894,L,301.2,310.3,1534,42.9,7,0
7895,L,299.4,308.0,1417,45.3,89,0
7896,M,299.6,310.0,1516,37.2,55,0
7897,M,299.4,310.5,1565,34.1,60,0
7898,L,300.5,310.1,1450,42.3,38,0
7899,L,298.5,308.3,1218,35.4,211,0
7900,M,303.0,311.8,1793,16.7,17,0
7901,L,297.0,307.1,1688,31.8,96,0
7902,L,300.9,311.6,1514,36.8,58,0
7903,L,301.3,312.1,1377,29.2,145,0
7904,M,298.5,309.0,1553,41.5,97,0
7905,L,298.0,307.3,1602,32.4,210,0
7906,H,302.0,311.4,1675,39.6,41,0
7907,L,298.0,308.8,1692,61.7,52,0
7908,M,298.8,309.6,1726,52.3,32,0
7909,L,301.8,311.6,1226,45.9,20,0
7910,L,300.1,309.6,1483,58.1,198,0
7911,M,296.4,307.6,1715,39.3,187,0
7912,L,303.5,313.1,1372,39.4,141,0
7913,L,298.9,309.7,1756,29.4,32,0
7914,L,299.2,309.1,1862,52.8,131,0
7915,L,300.5,309.5,1751,59.6,170,0
7916,L,301.3,312.9,1656,49.1,129,1
7917,M,303.9,314.0,1457,54.2,39,0
7918,L,296.7,306.0,1588,12.6,49,0
7919,L,301.7,310.3,1297,63.4,222,0
7920,L,301.5,310.2,1398,39.0,62,0
7921,M,299.7,309.4,1410,63.6,176,0
7922,M,301.6,313.5,1549,57.3,109,0
7923,L,301.9,311.3,1467,47.7,93,0
7924,L,297.2,308.7,1584,36.6,63,0
7925,H,303.5,313.4,1695,41.6,177,0
7926,L,296.9,305.7,1410,20.9,137,0
7927,M,297.7,307.3,1564,49.3,243,1
7928,M,299.5,308.2,1463,14.4,84,0
7929,M,303.8,313.0,1572,37.0,113,0
7930,L,299.4,308.5,1660,55.4,115,0
7931,M,299.9,308.0,1702,47.2,150,0
7932,M,302.9,314.4,1657,24.7,36,0
7933,L,299.4,309.6,1612,26.6,71,0
7934,L,297.6,307.0,1283,34.0,137,1
7935,L,299.2,309.4,1344,40.8,152,0
7936,L,302.7,311.9,1390,48.8,32,0
7937,L,300.1,307.5,1602,46.0,16,0
7938,L,303.9,316.8,1306,29.4,114,0
7939,L,301.5,311.7,1598,46.2,23,0
7940,L,298.7,308.1,1585,47.3,176,0
7941,L,300.1,308.2,1191,44.9,233,0
7942,M,298.3,306.8,1343,64.8,241,0
7943,H,298.7,310.3,1724,47.3,29,0
7944,L,309.0,320.5,1662,49.7,64,0
7945,L,302.0,312.8,1385,58.8,125,0
7946,L,301.7,310.6,1352,48.5,80,0
7947,M,298.8,310.3,1099,34.5,27,0
7948,M,303.1,313.6,1801,52.4,12,0
7949,H,302.2,312.9,1545,36.0,184,0
7950,L,303.8,314.2,1875,30.2,187,0
7951,H,303.7,312.2,1503,31.0,137,0
7952,L,297.0,305.8,1588,52.3,192,0
7953,M,297.8,307.3,1697,46.2,83,0
7954,L,298.0,308.6,1831,50.6,134,0
7955,M,298.1,306.7,1627,46.3,187,0
7956,L,300.6,310.5,1538,41.9,62,0
7957,M,298.9,308.7,1543,43.2,223,0
7958,M,304.1,314.9,1350,45.9,212,0
7959,L,303.8,314.5,1469,34.0,25,0
7960,L,300.0,309.0,1547,27.1,236,0
7961,M,303.9,315.4,1785,35.1,116,0
7962,L,303.0,311.8,1461,45.4,198,0
7963,L,299.1,310.2,1728,33.5,37,0
7964,L,296.0,305.4,1523,61.3,53,0
7965,L,299.6,309.7,1760,44.4,44,0
7966,L,298.7,308.9,1659,41.2,231,0
7967,L,300.4,310.6,1647,33.9,111,0
7968,L,300.2,310.9,1713,49.2,185,0
7969,L,300.1,310.5,1687,27.9,168,0
7970,M,301.0,311.8,1728,43.2,172,0
7971,H,297.6,308.0,1919,35.6,218,0
7972,M,300.8,309.6,1827,41.2,161,0
7973,L,299.1,309.4,1621,44.9,75,0
7974,H,300.4,309.8,1458,28.5,203,0
7975,L,301.9,310.8,1603,23.3,57,0
7976,L,297.6,307.3,1193,30.7,78,0
7977,H,299.4,309.6,1686,48.8,211,0
7978,M,299.8,310.0,1348,43.7,137,0
7979,M,299.0,310.0,1738,36.0,248,0
7980,M,301.8,313.1,1892,59.7,237,0
7981,L,298.6,308.9,1278,52.9,125,0
7982,L,298.9,309.4,1528,50.4,89,0
7983,M,298.6,308.7,1347,32.8,144,0
7984,L,302.2,313.0,1228,50.3,201,0
7985,L,299.0,309.5,1518,43.4,60,0
7986,M,300.9,310.9,1651,32.8,119,0
7987,M,304.0,316.1,1673,39.0,10,0
7988,L,299.9,309.3,1565,29.6,144,0
7989,M,302.2,313.7,1240,32.9,202,0
7990,M,303.3,312.0,1560,28.6,14,0
7991,M,302.1,312.9,1270,49.6,3,0
7992,L,300.0,311.4,1282,39.3,88,0
7993,L,301.3,309.4,1359,30.6,227,0
7994,L,297.4,307.6,1725,45.2,180,0
7995,L,298.4,309.2,1635,40.0,174,0
7996,L,298.8,309.0,1595,50.5,222,0
7997,L,304.5,314.9,1383,41.3,45,0
7998,L,298.4,308.5,1468,25.6,156,0
7999,H,298.3,307.3,1292,35.0,30,0
8000,L,297.9,310.3,1782,28.4,72,0
8001,M,301.1,310.6,1931,45.6,47,0
8002,M,300.3,310.7,1637,50.8,183,0
8003,L,302.2,311.5,1668,24.6,192,0
8004,H,301.3,309.1,1509,38.8,130,0
8005,L,297.2,306.3,1248,51.5,3,0
8006,L,298.4,306.9,1386,24.4,18,0
8007,M,302.7,313.8,1454,35.6,168,0
8008,L,299.6,309.0,1469,40.0,149,0
8009,M,302.4,311.9,1427,50.7,114,0
8010,L,299.7,308.6,1546,45.4,199,0
8011,M,298.1,308.2,1385,47.5,24,0
8012,L,299.4,308.7,1926,46.0,249,0
8013,M,298.1,309.1,1293,36.3,131,0
8014,L,298.9,309.2,1696,56.4,236,0
8015,M,300.4,309.8,1491,33.3,52,1
8016,M,301.0,311.9,1620,12.2,178,0
8017,L,296.8,306.8,1628,22.0,205,0
8018,M,300.0,310.0,1566,38.8,4,0
8019,L,298.8,307.4,1335,36.7,49,0
8020,M,298.7,308.6,1478,34.6,177,0
8021,L,300.3,310.6,1568,41.5,58,0
8022,M,298.9,310.2,1557,52.0,92,0
8023,M,302.8,312.0,1354,44.5,148,0
8024,L,302.4,314.7,1769,46.5,78,0
8025,L,302.4,312.9,1091,29.2,150,1
8026,L,299.0,307.5,1493,34.8,80,0
8027,M,298.1,307.2,1373,47.0,130,0
8028,L,300.2,311.6,1570,41.1,224,0
8029,L,299.7,310.9,1719,44.8,247,0
